Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,SJF_L2_norm_flow_time,SJF_maximum_flow_time
24,4.073000,262144.000000,501151.019870,334108.000000
24,4.639000,32768.000000,365000.064623,195391.000000
24,5.649000,4096.000000,1286508.234681,258125.000000
24,7.918000,512.000000,2387283.288973,296993.000000
24,16.772000,64.000000,5677061.179856,295837.000000
24,30.000000,6.000000,6603274.151175,299450.000000
24,30.000000,9.000000,6242416.568469,300107.000000
24,30.000000,12.000000,5840983.748471,306285.000000
24,30.000000,15.000000,5375889.658995,300574.000000
24,30.000000,18.000000,5641566.450925,303803.000000
