Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,SJF_L2_norm_flow_time,SJF_maximum_flow_time
20,4.073000,262144.000000,645814.521490,220679.000000
20,4.639000,32768.000000,1126554.701153,249499.000000
20,5.649000,4096.000000,1606292.847860,260363.000000
20,7.918000,512.000000,3570888.310859,288650.000000
20,16.772000,64.000000,7385411.421231,293729.000000
20,30.000000,6.000000,8429614.220480,298898.000000
20,30.000000,9.000000,7720370.928093,296474.000000
20,30.000000,12.000000,7321957.771618,300676.000000
20,30.000000,15.000000,7490509.845531,300301.000000
20,30.000000,18.000000,7121363.671797,304327.000000
