Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,SJF_L2_norm_flow_time,SJF_maximum_flow_time
38,4.073000,262144.000000,233781.820127,24782.000000
38,4.639000,32768.000000,612649.327756,42255.000000
38,5.649000,4096.000000,87089.685865,28942.000000
38,7.918000,512.000000,25023.245833,6112.000000
38,16.772000,64.000000,16185.316648,3344.000000
38,30.000000,6.000000,17526.128894,3305.000000
38,30.000000,9.000000,14390.719822,2695.000000
38,30.000000,12.000000,15497.429174,2678.000000
38,30.000000,15.000000,14044.529718,2331.000000
38,30.000000,18.000000,17854.137392,3902.000000
