Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,SJF_L2_norm_flow_time,SJF_maximum_flow_time
26,4.073000,262144.000000,1960200.430102,363548.000000
26,4.639000,32768.000000,551009.312242,169063.000000
26,5.649000,4096.000000,638008.694898,256356.000000
26,7.918000,512.000000,1733704.902590,297348.000000
26,16.772000,64.000000,4570867.184692,298208.000000
26,30.000000,6.000000,5192842.842975,302777.000000
26,30.000000,9.000000,5396800.160217,300207.000000
26,30.000000,12.000000,4710599.088986,298023.000000
26,30.000000,15.000000,4264001.941331,300228.000000
26,30.000000,18.000000,4756809.283563,303525.000000
