Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,SJF_L2_norm_flow_time,SJF_maximum_flow_time
28,4.073000,262144.000000,359563.764967,55744.000000
28,4.639000,32768.000000,333737.060032,137649.000000
28,5.649000,4096.000000,281799.162777,193548.000000
28,7.918000,512.000000,1425201.324751,289666.000000
28,16.772000,64.000000,3422897.043908,291859.000000
28,30.000000,6.000000,3390284.866675,295256.000000
28,30.000000,9.000000,3679699.055713,300934.000000
28,30.000000,12.000000,3035863.405617,296746.000000
28,30.000000,15.000000,3251386.939171,299725.000000
28,30.000000,18.000000,3369663.368542,289677.000000
