Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,SJF_L2_norm_flow_time,SJF_maximum_flow_time
28,4.073000,262144.000000,827891.451297,78640.000000
28,4.639000,32768.000000,279472.624897,70663.000000
28,5.649000,4096.000000,425221.604252,235433.000000
28,7.918000,512.000000,1234105.244028,286161.000000
28,16.772000,64.000000,3054229.961479,299681.000000
28,30.000000,6.000000,3898767.108489,299806.000000
28,30.000000,9.000000,3545662.373995,302692.000000
28,30.000000,12.000000,3552722.965448,302826.000000
28,30.000000,15.000000,2999342.035603,292879.000000
28,30.000000,18.000000,3089091.475662,303278.000000
