Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,SJF_L2_norm_flow_time,SJF_maximum_flow_time
38,4.073000,262144.000000,616961.116070,47682.000000
38,4.639000,32768.000000,390121.334121,48515.000000
38,5.649000,4096.000000,105075.860249,30264.000000
38,7.918000,512.000000,24381.683884,4413.000000
38,16.772000,64.000000,19066.507756,3319.000000
38,30.000000,6.000000,15989.106979,2798.000000
38,30.000000,9.000000,16168.789751,2967.000000
38,30.000000,12.000000,18139.397757,4428.000000
38,30.000000,15.000000,16624.962105,3106.000000
38,30.000000,18.000000,18270.743800,3652.000000
