Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,SJF_L2_norm_flow_time,SJF_maximum_flow_time
22,4.073000,262144.000000,259670.556987,170249.000000
22,4.639000,32768.000000,753899.687089,255130.000000
22,5.649000,4096.000000,1569321.302380,271954.000000
22,7.918000,512.000000,3051194.234707,291252.000000
22,16.772000,64.000000,6636809.852179,303202.000000
22,30.000000,6.000000,7573566.375225,302098.000000
22,30.000000,9.000000,7042916.778255,300257.000000
22,30.000000,12.000000,6916678.641536,304132.000000
22,30.000000,15.000000,6494952.826917,300241.000000
22,30.000000,18.000000,6370462.844342,301704.000000
