Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,SJF_L2_norm_flow_time,SJF_maximum_flow_time
36,4.073000,262144.000000,215230.420104,17060.000000
36,4.639000,32768.000000,371564.196866,37841.000000
36,5.649000,4096.000000,101805.116605,30440.000000
36,7.918000,512.000000,37311.868836,11767.000000
36,16.772000,64.000000,18816.896290,3215.000000
36,30.000000,6.000000,20927.594726,3791.000000
36,30.000000,9.000000,20737.443261,4852.000000
36,30.000000,12.000000,22232.676874,5496.000000
36,30.000000,15.000000,22461.312161,4306.000000
36,30.000000,18.000000,31584.364407,8988.000000
