Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,SJF_L2_norm_flow_time,SJF_maximum_flow_time
38,4.073000,262144.000000,414336.375597,40882.000000
38,4.639000,32768.000000,197701.400648,27833.000000
38,5.649000,4096.000000,74719.165634,14209.000000
38,7.918000,512.000000,26352.359610,7558.000000
38,16.772000,64.000000,16610.522057,3039.000000
38,30.000000,6.000000,14354.789828,2722.000000
38,30.000000,9.000000,16270.309954,3322.000000
38,30.000000,12.000000,21834.469080,5182.000000
38,30.000000,15.000000,18845.264339,3897.000000
38,30.000000,18.000000,19042.458927,6580.000000
