Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,SJF_L2_norm_flow_time,SJF_maximum_flow_time
36,4.073000,262144.000000,89019.775736,11268.000000
36,4.639000,32768.000000,310520.018587,28462.000000
36,5.649000,4096.000000,79373.345854,15105.000000
36,7.918000,512.000000,38194.222050,13907.000000
36,16.772000,64.000000,21187.167980,5266.000000
36,30.000000,6.000000,21818.761766,5770.000000
36,30.000000,9.000000,21706.379684,5174.000000
36,30.000000,12.000000,26247.702852,6254.000000
36,30.000000,15.000000,25731.097237,6857.000000
36,30.000000,18.000000,28147.689959,6367.000000
