Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,SJF_L2_norm_flow_time,SJF_maximum_flow_time
30,4.073000,262144.000000,831747.297932,89804.000000
30,4.639000,32768.000000,180203.044650,43972.000000
30,5.649000,4096.000000,223128.781008,115275.000000
30,7.918000,512.000000,912865.530072,272465.000000
30,16.772000,64.000000,1062841.883412,261389.000000
30,30.000000,6.000000,1996468.693359,296251.000000
30,30.000000,9.000000,516487.344972,120363.000000
30,30.000000,12.000000,1171682.698285,267116.000000
30,30.000000,15.000000,2619303.106123,300183.000000
30,30.000000,18.000000,1142110.859494,294785.000000
