Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,SJF_L2_norm_flow_time,SJF_maximum_flow_time
28,4.073000,262144.000000,610922.226616,206017.000000
28,4.639000,32768.000000,514446.501321,181084.000000
28,5.649000,4096.000000,592732.696637,282947.000000
28,7.918000,512.000000,1379998.974167,291906.000000
28,16.772000,64.000000,3116740.185416,289763.000000
28,30.000000,6.000000,3998583.108156,298216.000000
28,30.000000,9.000000,3413757.533051,300414.000000
28,30.000000,12.000000,3352938.843144,296035.000000
28,30.000000,15.000000,3061738.932189,306053.000000
28,30.000000,18.000000,3516120.196301,299854.000000
