Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,SJF_L2_norm_flow_time,SJF_maximum_flow_time
40,4.073000,262144.000000,2646798.345802,175284.000000
40,4.639000,32768.000000,741773.997379,138879.000000
40,5.649000,4096.000000,62397.763486,12840.000000
40,7.918000,512.000000,21146.535437,4605.000000
40,16.772000,64.000000,13326.927140,3324.000000
40,30.000000,6.000000,11452.093957,1537.000000
40,30.000000,9.000000,11762.789975,1418.000000
40,30.000000,12.000000,13056.756718,3096.000000
40,30.000000,15.000000,13999.480312,1957.000000
40,30.000000,18.000000,12539.615704,2106.000000
