Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,SJF_L2_norm_flow_time,SJF_maximum_flow_time
30,4.073000,262144.000000,604731.914984,270667.000000
30,4.639000,32768.000000,778611.377335,217124.000000
30,5.649000,4096.000000,453216.376574,227106.000000
30,7.918000,512.000000,123385.701647,53065.000000
30,16.772000,64.000000,1104769.420592,225640.000000
30,30.000000,6.000000,1763342.286490,303195.000000
30,30.000000,9.000000,2215886.637349,243306.000000
30,30.000000,12.000000,1443665.579208,291959.000000
30,30.000000,15.000000,549906.183594,210375.000000
30,30.000000,18.000000,1241230.086030,284823.000000
