Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,SJF_L2_norm_flow_time,SJF_maximum_flow_time
32,4.073000,262144.000000,237686.556778,36456.000000
32,4.639000,32768.000000,587818.392572,86928.000000
32,5.649000,4096.000000,213842.378316,81922.000000
32,7.918000,512.000000,69314.529516,26563.000000
32,16.772000,64.000000,115513.973631,32606.000000
32,30.000000,6.000000,143149.424054,34614.000000
32,30.000000,9.000000,79529.381338,19001.000000
32,30.000000,12.000000,57501.076746,14352.000000
32,30.000000,15.000000,159597.790683,60492.000000
32,30.000000,18.000000,148703.169536,49815.000000
