Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,SJF_L2_norm_flow_time,SJF_maximum_flow_time
32,4.073000,262144.000000,10046487.882463,316188.000000
32,4.639000,32768.000000,706863.113968,102858.000000
32,5.649000,4096.000000,202808.700040,114747.000000
32,7.918000,512.000000,197093.732011,125125.000000
32,16.772000,64.000000,118178.722510,35725.000000
32,30.000000,6.000000,130167.075522,43343.000000
32,30.000000,9.000000,200434.667191,47628.000000
32,30.000000,12.000000,126193.883287,26368.000000
32,30.000000,15.000000,78610.387711,30382.000000
32,30.000000,18.000000,109843.784895,54418.000000
