Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,SJF_L2_norm_flow_time,SJF_maximum_flow_time
40,4.073000,262144.000000,665666.506875,66815.000000
40,4.639000,32768.000000,542599.837492,64062.000000
40,5.649000,4096.000000,85069.260200,13542.000000
40,7.918000,512.000000,29152.207292,13017.000000
40,16.772000,64.000000,13677.333841,2907.000000
40,30.000000,6.000000,12182.005623,3276.000000
40,30.000000,9.000000,15564.152563,4395.000000
40,30.000000,12.000000,12197.809271,1728.000000
40,30.000000,15.000000,12210.705631,1794.000000
40,30.000000,18.000000,14385.067501,3545.000000
