Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,SJF_L2_norm_flow_time,SJF_maximum_flow_time
22,4.073000,262144.000000,567508.618975,247492.000000
22,4.639000,32768.000000,782445.674068,243477.000000
22,5.649000,4096.000000,1306851.045818,281507.000000
22,7.918000,512.000000,3301767.783558,304190.000000
22,16.772000,64.000000,6593534.652475,301268.000000
22,30.000000,6.000000,7493943.920056,296306.000000
22,30.000000,9.000000,6907945.785007,299511.000000
22,30.000000,12.000000,6719208.410450,297313.000000
22,30.000000,15.000000,6610249.448978,302043.000000
22,30.000000,18.000000,6206489.434589,298339.000000
