Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,SJF_L2_norm_flow_time,SJF_maximum_flow_time
20,4.073000,262144.000000,712635.396634,264042.000000
20,4.639000,32768.000000,1007702.634402,221179.000000
20,5.649000,4096.000000,1650556.314619,268489.000000
20,7.918000,512.000000,3609232.024554,294908.000000
20,16.772000,64.000000,7234987.935256,299162.000000
20,30.000000,6.000000,8418822.081862,302235.000000
20,30.000000,9.000000,7920878.834469,303369.000000
20,30.000000,12.000000,7790287.031680,300737.000000
20,30.000000,15.000000,7010741.402687,296451.000000
20,30.000000,18.000000,7068306.270859,304120.000000
