Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,SJF_L2_norm_flow_time,SJF_maximum_flow_time
34,4.073000,262144.000000,516319.190045,44671.000000
34,4.639000,32768.000000,497299.276482,98687.000000
34,5.649000,4096.000000,64568.031471,19257.000000
34,7.918000,512.000000,72671.687933,41973.000000
34,16.772000,64.000000,25998.058120,6419.000000
34,30.000000,6.000000,37359.401160,8282.000000
34,30.000000,9.000000,43910.467089,14071.000000
34,30.000000,12.000000,39554.318045,7546.000000
34,30.000000,15.000000,42718.868197,9254.000000
34,30.000000,18.000000,43752.319161,9578.000000
