Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,SJF_L2_norm_flow_time,SJF_maximum_flow_time
20,4.073000,262144.000000,584007.013731,200377.000000
20,4.639000,32768.000000,1381945.890317,273824.000000
20,5.649000,4096.000000,1989520.157488,285197.000000
20,7.918000,512.000000,3208604.708355,274935.000000
20,16.772000,64.000000,7377969.323735,300943.000000
20,30.000000,6.000000,8493449.821999,301540.000000
20,30.000000,9.000000,7975602.014718,300244.000000
20,30.000000,12.000000,7424519.440975,301056.000000
20,30.000000,15.000000,7527794.594510,303105.000000
20,30.000000,18.000000,7294649.686354,305186.000000
