Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,SJF_L2_norm_flow_time,SJF_maximum_flow_time
30,4.073000,262144.000000,79178.804639,20643.000000
30,4.639000,32768.000000,513700.609897,160968.000000
30,5.649000,4096.000000,286590.118204,152316.000000
30,7.918000,512.000000,381885.554297,159654.000000
30,16.772000,64.000000,1962334.014455,259725.000000
30,30.000000,6.000000,1759880.358026,294279.000000
30,30.000000,9.000000,1576180.577486,296352.000000
30,30.000000,12.000000,2094326.113791,283450.000000
30,30.000000,15.000000,2305995.000738,301772.000000
30,30.000000,18.000000,1928951.042464,303800.000000
