Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,SJF_L2_norm_flow_time,SJF_maximum_flow_time
26,4.073000,262144.000000,1173349.126391,187237.000000
26,4.639000,32768.000000,409949.184547,262160.000000
26,5.649000,4096.000000,625661.059686,284809.000000
26,7.918000,512.000000,1992380.981199,273735.000000
26,16.772000,64.000000,4704412.973290,300454.000000
26,30.000000,6.000000,5436729.214326,298588.000000
26,30.000000,9.000000,5009126.215005,299388.000000
26,30.000000,12.000000,4592097.889639,296905.000000
26,30.000000,15.000000,4593584.981049,302782.000000
26,30.000000,18.000000,4974257.623744,304617.000000
