Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,SJF_L2_norm_flow_time,SJF_maximum_flow_time
40,4.073000,262144.000000,311360.448334,41465.000000
40,4.639000,32768.000000,304001.401885,25538.000000
40,5.649000,4096.000000,70910.239888,11807.000000
40,7.918000,512.000000,27115.622471,11707.000000
40,16.772000,64.000000,12047.077944,1999.000000
40,30.000000,6.000000,13697.150142,2360.000000
40,30.000000,9.000000,14030.417385,2556.000000
40,30.000000,12.000000,12670.293091,1880.000000
40,30.000000,15.000000,14126.487285,2698.000000
40,30.000000,18.000000,15694.151012,3585.000000
