Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,SJF_L2_norm_flow_time,SJF_maximum_flow_time
26,4.073000,262144.000000,407351.713669,231136.000000
26,4.639000,32768.000000,237094.982560,118715.000000
26,5.649000,4096.000000,657930.188218,221783.000000
26,7.918000,512.000000,2276807.378667,304892.000000
26,16.772000,64.000000,4614804.836699,301104.000000
26,30.000000,6.000000,5064605.402439,288400.000000
26,30.000000,9.000000,5400655.712978,300690.000000
26,30.000000,12.000000,4537636.753862,302845.000000
26,30.000000,15.000000,4967360.872353,304769.000000
26,30.000000,18.000000,4534786.521649,303827.000000
