Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,SJF_L2_norm_flow_time,SJF_maximum_flow_time
34,4.073000,262144.000000,106744.027472,12514.000000
34,4.639000,32768.000000,525761.769572,57974.000000
34,5.649000,4096.000000,95683.411352,29907.000000
34,7.918000,512.000000,44839.087546,19623.000000
34,16.772000,64.000000,33820.008664,8084.000000
34,30.000000,6.000000,50895.211946,9116.000000
34,30.000000,9.000000,31270.014295,6077.000000
34,30.000000,12.000000,36470.620217,6343.000000
34,30.000000,15.000000,31963.752439,6931.000000
34,30.000000,18.000000,46465.488096,12325.000000
