Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,SJF_L2_norm_flow_time,SJF_maximum_flow_time
22,4.073000,262144.000000,363583.972462,210881.000000
22,4.639000,32768.000000,620510.235389,239657.000000
22,5.649000,4096.000000,1638291.045882,282937.000000
22,7.918000,512.000000,2958016.006307,304558.000000
22,16.772000,64.000000,6282485.448235,298054.000000
22,30.000000,6.000000,7688840.048225,303667.000000
22,30.000000,9.000000,7238634.476931,302151.000000
22,30.000000,12.000000,6757134.529698,299544.000000
22,30.000000,15.000000,6651820.207533,300388.000000
22,30.000000,18.000000,6513828.626665,305796.000000
