Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,SJF_L2_norm_flow_time,SJF_maximum_flow_time
30,4.073000,262144.000000,831135.035276,338881.000000
30,4.639000,32768.000000,779544.143397,146058.000000
30,5.649000,4096.000000,242643.229689,131724.000000
30,7.918000,512.000000,280786.065525,94142.000000
30,16.772000,64.000000,1422982.813186,286149.000000
30,30.000000,6.000000,784407.252567,135092.000000
30,30.000000,9.000000,2015616.412499,254342.000000
30,30.000000,12.000000,1362920.149235,227039.000000
30,30.000000,15.000000,1429496.635454,260875.000000
30,30.000000,18.000000,1139232.250545,198612.000000
