Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,SJF_L2_norm_flow_time,SJF_maximum_flow_time
32,4.073000,262144.000000,207785.940985,47895.000000
32,4.639000,32768.000000,90662.960651,21438.000000
32,5.649000,4096.000000,187966.014769,120924.000000
32,7.918000,512.000000,43814.356312,11390.000000
32,16.772000,64.000000,65025.026674,14103.000000
32,30.000000,6.000000,103623.565790,30673.000000
32,30.000000,9.000000,112376.619405,22394.000000
32,30.000000,12.000000,156621.764557,35009.000000
32,30.000000,15.000000,133915.472325,41690.000000
32,30.000000,18.000000,145335.583778,41086.000000
