Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,SJF_L2_norm_flow_time,SJF_maximum_flow_time
24,4.073000,262144.000000,100927.600898,41106.000000
24,4.639000,32768.000000,542484.016390,237776.000000
24,5.649000,4096.000000,1027896.207697,259392.000000
24,7.918000,512.000000,2471295.656979,299306.000000
24,16.772000,64.000000,5882773.589553,295526.000000
24,30.000000,6.000000,6750741.877142,294558.000000
24,30.000000,9.000000,6501207.140302,301463.000000
24,30.000000,12.000000,5996791.562332,302081.000000
24,30.000000,15.000000,5699045.897574,297594.000000
24,30.000000,18.000000,5547315.093481,301158.000000
