Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,SJF_L2_norm_flow_time,SJF_maximum_flow_time
38,4.073000,262144.000000,604150.068830,44489.000000
38,4.639000,32768.000000,596887.441727,57918.000000
38,5.649000,4096.000000,61268.189479,11549.000000
38,7.918000,512.000000,24769.532878,8683.000000
38,16.772000,64.000000,14496.128552,2216.000000
38,30.000000,6.000000,16427.380406,2477.000000
38,30.000000,9.000000,17216.323330,4047.000000
38,30.000000,12.000000,16325.989955,3722.000000
38,30.000000,15.000000,14750.133627,2241.000000
38,30.000000,18.000000,15382.250973,3430.000000
