Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,SJF_L2_norm_flow_time,SJF_maximum_flow_time
22,4.073000,262144.000000,423141.188982,243257.000000
22,4.639000,32768.000000,791934.180273,271649.000000
22,5.649000,4096.000000,1418955.066884,281598.000000
22,7.918000,512.000000,2640518.429365,288731.000000
22,16.772000,64.000000,6490775.915731,293041.000000
22,30.000000,6.000000,7726379.601981,301479.000000
22,30.000000,9.000000,7119357.888648,303314.000000
22,30.000000,12.000000,6712045.349482,299791.000000
22,30.000000,15.000000,6386779.992624,295815.000000
22,30.000000,18.000000,6486645.456122,299739.000000
