Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,SJF_L2_norm_flow_time,SJF_maximum_flow_time
30,4.073000,262144.000000,604178.262360,106525.000000
30,4.639000,32768.000000,298835.759204,141294.000000
30,5.649000,4096.000000,503677.332642,230354.000000
30,7.918000,512.000000,249724.941253,100463.000000
30,16.772000,64.000000,988330.991417,219356.000000
30,30.000000,6.000000,924252.862010,182590.000000
30,30.000000,9.000000,1473306.515984,231494.000000
30,30.000000,12.000000,1955823.831803,237472.000000
30,30.000000,15.000000,862913.674160,213085.000000
30,30.000000,18.000000,2471902.861164,291908.000000
