Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,SJF_L2_norm_flow_time,SJF_maximum_flow_time
24,4.073000,262144.000000,335322.170912,215771.000000
24,4.639000,32768.000000,648948.394069,191338.000000
24,5.649000,4096.000000,1016523.671639,258263.000000
24,7.918000,512.000000,2516156.753867,288512.000000
24,16.772000,64.000000,5480227.825705,294026.000000
24,30.000000,6.000000,6418949.421717,301441.000000
24,30.000000,9.000000,6478099.466943,298499.000000
24,30.000000,12.000000,5945702.086178,300392.000000
24,30.000000,15.000000,5335778.907377,301952.000000
24,30.000000,18.000000,5557202.635735,301820.000000
