Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,SJF_L2_norm_flow_time,SJF_maximum_flow_time
38,4.073000,262144.000000,369398.023028,30653.000000
38,4.639000,32768.000000,481397.134967,43640.000000
38,5.649000,4096.000000,79045.141634,16430.000000
38,7.918000,512.000000,22859.506163,6158.000000
38,16.772000,64.000000,16855.004005,2899.000000
38,30.000000,6.000000,15612.683113,2999.000000
38,30.000000,9.000000,18916.312986,3829.000000
38,30.000000,12.000000,23629.411228,9013.000000
38,30.000000,15.000000,16684.591215,4086.000000
38,30.000000,18.000000,18587.215472,4938.000000
