Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,SJF_L2_norm_flow_time,SJF_maximum_flow_time
36,4.073000,262144.000000,597725.657391,95364.000000
36,4.639000,32768.000000,170180.118128,17275.000000
36,5.649000,4096.000000,82805.370490,11359.000000
36,7.918000,512.000000,39234.038092,15364.000000
36,16.772000,64.000000,21943.538662,5664.000000
36,30.000000,6.000000,19392.032720,2841.000000
36,30.000000,9.000000,23258.694288,5170.000000
36,30.000000,12.000000,22671.750837,4874.000000
36,30.000000,15.000000,22723.960218,4740.000000
36,30.000000,18.000000,33865.695386,11708.000000
