Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,SJF_L2_norm_flow_time,SJF_maximum_flow_time
34,4.073000,262144.000000,6439734.825881,231039.000000
34,4.639000,32768.000000,436367.799339,60141.000000
34,5.649000,4096.000000,73862.764659,27039.000000
34,7.918000,512.000000,39035.751344,14084.000000
34,16.772000,64.000000,34088.092276,5426.000000
34,30.000000,6.000000,46422.931252,9601.000000
34,30.000000,9.000000,61203.948672,19475.000000
34,30.000000,12.000000,37406.832651,10934.000000
34,30.000000,15.000000,45923.223341,8227.000000
34,30.000000,18.000000,49125.765022,10240.000000
