Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,SJF_L2_norm_flow_time,SJF_maximum_flow_time
36,4.073000,262144.000000,360106.884361,33106.000000
36,4.639000,32768.000000,126863.156062,18969.000000
36,5.649000,4096.000000,56170.047018,9076.000000
36,7.918000,512.000000,29549.662012,9522.000000
36,16.772000,64.000000,22665.881607,5411.000000
36,30.000000,6.000000,29869.055358,5309.000000
36,30.000000,9.000000,24947.136729,4912.000000
36,30.000000,12.000000,21695.759378,4071.000000
36,30.000000,15.000000,18883.898882,3186.000000
36,30.000000,18.000000,23641.593643,3945.000000
