Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,SJF_L2_norm_flow_time,SJF_maximum_flow_time
32,4.073000,262144.000000,253199.046098,25566.000000
32,4.639000,32768.000000,712687.906530,127067.000000
32,5.649000,4096.000000,129821.537146,72726.000000
32,7.918000,512.000000,211758.556221,114430.000000
32,16.772000,64.000000,108243.578738,40586.000000
32,30.000000,6.000000,76789.487497,13862.000000
32,30.000000,9.000000,110443.706226,46689.000000
32,30.000000,12.000000,64653.163503,15830.000000
32,30.000000,15.000000,95385.754046,31271.000000
32,30.000000,18.000000,71529.612336,20608.000000
