Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,SJF_L2_norm_flow_time,SJF_maximum_flow_time
40,4.073000,262144.000000,472101.811777,46547.000000
40,4.639000,32768.000000,212301.194116,29712.000000
40,5.649000,4096.000000,90871.656841,21999.000000
40,7.918000,512.000000,20598.667141,4130.000000
40,16.772000,64.000000,12336.300702,2136.000000
40,30.000000,6.000000,13132.716170,1774.000000
40,30.000000,9.000000,12223.512179,1732.000000
40,30.000000,12.000000,12376.729374,2030.000000
40,30.000000,15.000000,12821.703397,2348.000000
40,30.000000,18.000000,14817.151919,2558.000000
