Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,SJF_L2_norm_flow_time,SJF_maximum_flow_time
24,4.073000,262144.000000,359171.215596,159059.000000
24,4.639000,32768.000000,1180553.830184,228199.000000
24,5.649000,4096.000000,929670.530715,270627.000000
24,7.918000,512.000000,2826005.493632,304577.000000
24,16.772000,64.000000,5482659.899083,298776.000000
24,30.000000,6.000000,6630836.407962,298313.000000
24,30.000000,9.000000,6231228.382367,298438.000000
24,30.000000,12.000000,5816109.623052,299372.000000
24,30.000000,15.000000,5814870.282428,303771.000000
24,30.000000,18.000000,5451310.647268,307465.000000
