Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,SJF_L2_norm_flow_time,SJF_maximum_flow_time
26,4.073000,262144.000000,612719.128861,72713.000000
26,4.639000,32768.000000,541055.923001,271128.000000
26,5.649000,4096.000000,715419.546355,270517.000000
26,7.918000,512.000000,1630641.420812,286910.000000
26,16.772000,64.000000,4322996.251756,301070.000000
26,30.000000,6.000000,5542449.994326,301321.000000
26,30.000000,9.000000,5265244.836539,300447.000000
26,30.000000,12.000000,4535905.121901,303325.000000
26,30.000000,15.000000,4714715.100950,304287.000000
26,30.000000,18.000000,5058903.468112,301519.000000
