Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,SJF_L2_norm_flow_time,SJF_maximum_flow_time
34,4.073000,262144.000000,708981.278471,64629.000000
34,4.639000,32768.000000,538679.850357,64886.000000
34,5.649000,4096.000000,114592.239475,48628.000000
34,7.918000,512.000000,72472.574219,48786.000000
34,16.772000,64.000000,38596.670530,9056.000000
34,30.000000,6.000000,45558.524866,11386.000000
34,30.000000,9.000000,30531.947252,7354.000000
34,30.000000,12.000000,35787.552305,6947.000000
34,30.000000,15.000000,74764.976680,24543.000000
34,30.000000,18.000000,38969.810918,9871.000000
