Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,SJF_L2_norm_flow_time,SJF_maximum_flow_time
32,4.073000,262144.000000,270519.418883,33433.000000
32,4.639000,32768.000000,806437.467331,73271.000000
32,5.649000,4096.000000,147466.590240,105953.000000
32,7.918000,512.000000,103465.197579,33206.000000
32,16.772000,64.000000,58567.833006,11473.000000
32,30.000000,6.000000,86586.681828,22212.000000
32,30.000000,9.000000,92392.742285,24597.000000
32,30.000000,12.000000,72397.216051,19203.000000
32,30.000000,15.000000,86175.394945,23716.000000
32,30.000000,18.000000,118767.771016,37527.000000
