Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,SJF_L2_norm_flow_time,SJF_maximum_flow_time
32,4.073000,262144.000000,1113783.668693,67521.000000
32,4.639000,32768.000000,715968.856257,101653.000000
32,5.649000,4096.000000,161412.848002,64721.000000
32,7.918000,512.000000,52121.809178,15169.000000
32,16.772000,64.000000,90460.642177,24440.000000
32,30.000000,6.000000,80014.497480,27315.000000
32,30.000000,9.000000,142826.061442,31302.000000
32,30.000000,12.000000,203974.790050,40600.000000
32,30.000000,15.000000,81916.501787,15576.000000
32,30.000000,18.000000,142318.986488,32279.000000
