Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,SJF_L2_norm_flow_time,SJF_maximum_flow_time
38,4.073000,262144.000000,114383.360604,12992.000000
38,4.639000,32768.000000,186608.373202,32894.000000
38,5.649000,4096.000000,60975.598710,6079.000000
38,7.918000,512.000000,22786.711742,3657.000000
38,16.772000,64.000000,15560.100835,3469.000000
38,30.000000,6.000000,19474.511162,4022.000000
38,30.000000,9.000000,16028.099607,3423.000000
38,30.000000,12.000000,14488.068815,2348.000000
38,30.000000,15.000000,16159.537741,2262.000000
38,30.000000,18.000000,14699.096401,2337.000000
