Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,SJF_L2_norm_flow_time,SJF_maximum_flow_time
24,4.073000,262144.000000,328617.997194,174223.000000
24,4.639000,32768.000000,1085816.343897,245466.000000
24,5.649000,4096.000000,897886.072620,262990.000000
24,7.918000,512.000000,2385453.998975,282270.000000
24,16.772000,64.000000,5611454.764098,300127.000000
24,30.000000,6.000000,6701865.852000,302040.000000
24,30.000000,9.000000,5963298.055432,300247.000000
24,30.000000,12.000000,5840804.760455,302069.000000
24,30.000000,15.000000,5224439.685507,300436.000000
24,30.000000,18.000000,5358510.268783,301457.000000
