Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,SJF_L2_norm_flow_time,SJF_maximum_flow_time
40,4.073000,262144.000000,767280.203824,74467.000000
40,4.639000,32768.000000,138699.531701,16938.000000
40,5.649000,4096.000000,80165.863995,24977.000000
40,7.918000,512.000000,18483.860203,4424.000000
40,16.772000,64.000000,12353.796340,2020.000000
40,30.000000,6.000000,14061.771439,2975.000000
40,30.000000,9.000000,12675.243785,2259.000000
40,30.000000,12.000000,13142.694739,2406.000000
40,30.000000,15.000000,12485.680999,2912.000000
40,30.000000,18.000000,15128.219029,3243.000000
