arrival_rate,bp_parameter_L,bp_parameter_H,SJF_L2_norm_flow_time
22,4.073000,262144,3904337.237941
22,4.639000,32768,5540114.653206
22,5.649000,4096,10559624.242931
22,7.918000,512,23338892.635178
22,16.772000,64,52653788.369306
22,30.000000,6,60272645.960290
22,30.000000,9,57533739.775479
22,30.000000,12,55204015.660607
