Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,SJF_L2_norm_flow_time,SJF_maximum_flow_time
24,4.073000,262144.000000,265484.557459,47365.000000
24,4.639000,32768.000000,299278.487371,135828.000000
24,5.649000,4096.000000,1211376.445954,278848.000000
24,7.918000,512.000000,2347282.934955,286300.000000
24,16.772000,64.000000,5626930.300031,301206.000000
24,30.000000,6.000000,6615455.719937,296883.000000
24,30.000000,9.000000,6099818.090400,300550.000000
24,30.000000,12.000000,5905209.686260,300616.000000
24,30.000000,15.000000,5495363.792548,300989.000000
24,30.000000,18.000000,5625499.039174,307110.000000
