Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,SJF_L2_norm_flow_time,SJF_maximum_flow_time
30,4.073000,262144.000000,301475.396965,29354.000000
30,4.639000,32768.000000,457645.144566,189453.000000
30,5.649000,4096.000000,556444.414830,284761.000000
30,7.918000,512.000000,452350.792846,159441.000000
30,16.772000,64.000000,1933865.893124,296133.000000
30,30.000000,6.000000,1768484.640715,250697.000000
30,30.000000,9.000000,1319277.461672,245336.000000
30,30.000000,12.000000,2181368.965581,297907.000000
30,30.000000,15.000000,1664634.591470,293144.000000
30,30.000000,18.000000,2081111.310899,290938.000000
