Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,SJF_L2_norm_flow_time,SJF_maximum_flow_time
32,4.073000,262144.000000,882656.256582,143198.000000
32,4.639000,32768.000000,304392.456850,48282.000000
32,5.649000,4096.000000,274808.931989,183460.000000
32,7.918000,512.000000,70637.100662,32651.000000
32,16.772000,64.000000,73610.442996,18581.000000
32,30.000000,6.000000,124043.644968,29202.000000
32,30.000000,9.000000,85305.354633,15833.000000
32,30.000000,12.000000,72719.158397,18038.000000
32,30.000000,15.000000,96623.670956,27893.000000
32,30.000000,18.000000,128276.038351,34613.000000
