Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,SJF_L2_norm_flow_time,SJF_maximum_flow_time
20,4.073000,262144.000000,471769.734962,228493.000000
20,4.639000,32768.000000,870018.055650,224767.000000
20,5.649000,4096.000000,1901486.594800,269506.000000
20,7.918000,512.000000,3547232.757480,299992.000000
20,16.772000,64.000000,7269493.511164,300608.000000
20,30.000000,6.000000,8524230.881307,302577.000000
20,30.000000,9.000000,7860084.861228,292580.000000
20,30.000000,12.000000,7486968.035629,303011.000000
20,30.000000,15.000000,7418403.505583,299995.000000
20,30.000000,18.000000,7228272.486794,304102.000000
