Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,SJF_L2_norm_flow_time,SJF_maximum_flow_time
34,4.073000,262144.000000,115685.532043,11390.000000
34,4.639000,32768.000000,286357.318232,57316.000000
34,5.649000,4096.000000,87174.468980,14596.000000
34,7.918000,512.000000,61431.795798,31321.000000
34,16.772000,64.000000,30713.291960,8015.000000
34,30.000000,6.000000,35348.798395,6691.000000
34,30.000000,9.000000,46409.379203,14815.000000
34,30.000000,12.000000,35607.187392,8248.000000
34,30.000000,15.000000,43834.398912,18652.000000
34,30.000000,18.000000,33270.904902,8412.000000
