Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,SJF_L2_norm_flow_time,SJF_maximum_flow_time
38,4.073000,262144.000000,152204.625091,23090.000000
38,4.639000,32768.000000,174849.079975,32378.000000
38,5.649000,4096.000000,82232.025331,24779.000000
38,7.918000,512.000000,21837.354029,3538.000000
38,16.772000,64.000000,14896.865576,3043.000000
38,30.000000,6.000000,14482.797036,2282.000000
38,30.000000,9.000000,14248.151880,3946.000000
38,30.000000,12.000000,15794.332939,3456.000000
38,30.000000,15.000000,18122.609718,5890.000000
38,30.000000,18.000000,15962.960941,3461.000000
