frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,170988.702916,106132.000000,143.777606
4,126428.742871,49788.000000,299.834955
8,269418.734709,139958.000000,91.536878
16,204306.538292,118881.000000,72.013888
32,388557.557184,322740.000000,13210.325999
64,412529.355114,176926.000000,862.780969
128,86698.821624,22139.000000,1741.222272
256,521237.434414,238530.000000,17794.276243
512,107080.432974,45365.000000,4954.242021
1024,444050.887738,183217.000000,30390.515297
2048,497491.290899,141169.000000,56951.649344
4096,303054.951273,85272.000000,86021.388829
8192,798025.962279,196578.000000,313669.922677
16384,1452151.302411,198273.000000,489342.417304
32768,1229778.335146,170950.000000,730062.932697
65536,3877453.950012,208149.000000,3876945.359151
