frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,249307.610307,88415.000000,477.715396
4,516684.607321,333930.000000,5740.092682
8,160951.352045,60145.000000,1562.774776
16,281056.473992,194204.000000,332.660488
32,326420.908508,160700.000000,5879.159039
64,170304.817574,73871.000000,5591.930525
128,710189.678364,204003.000000,67873.094382
256,617618.539629,201993.000000,10324.014432
512,944283.693912,283693.000000,73161.853920
1024,258519.652253,154274.000000,35000.009271
2048,588223.874416,246889.000000,90641.246014
4096,686301.989283,290183.000000,200521.400955
8192,95756.884468,30029.000000,45639.533565
16384,673614.920087,89703.000000,73316.360036
32768,1283654.142291,235597.000000,995281.747716
65536,1370583.349715,89948.000000,1132003.566048
