frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,358651.226741,169240.000000,396.053027
4,251975.885404,107220.000000,3333.584257
8,210140.588866,154481.000000,277.769689
16,148906.282346,51331.000000,2552.689758
32,685937.301414,261765.000000,9716.976433
64,664272.665877,299251.000000,15916.452526
128,572402.694073,196601.000000,15041.379092
256,538583.754294,191032.000000,40648.571230
512,562103.738750,345494.000000,40465.310922
1024,386005.778883,141005.000000,59687.006048
2048,612872.666590,230559.000000,129591.405328
4096,604062.544282,138397.000000,56105.342116
8192,973192.708778,183037.000000,139486.323846
16384,1524497.742989,253170.000000,876346.617568
32768,2110534.533972,213446.000000,1548079.959956
65536,1859099.548427,130691.000000,1624891.967095
