frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,184483.590978,84686.000000,238.388339
4,192407.899440,119332.000000,209.222370
8,350865.087777,175591.000000,90.702811
16,562124.047781,202990.000000,5925.034262
32,427244.978861,211376.000000,2277.117696
64,472711.747325,256357.000000,2811.489285
128,276607.133995,138182.000000,9529.478160
256,247556.203845,89662.000000,28775.891489
512,532101.534691,177313.000000,62462.215907
1024,726174.290847,249273.000000,28343.948578
2048,186178.807849,37831.000000,22854.704023
4096,457186.688013,92035.000000,144180.226082
8192,1956196.983813,299651.000000,372151.417185
16384,517604.816465,74740.000000,331281.843405
32768,871823.733752,76064.000000,528407.575493
65536,1274648.827172,244952.000000,1082778.559626
