frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,181911.328913,115434.000000,5096.411188
4,209079.915214,139255.000000,632.653144
8,158725.047579,83453.000000,663.458363
16,269785.705811,138494.000000,1988.898439
32,174965.429165,81649.000000,1658.944243
64,573580.679275,260836.000000,4848.588454
128,393448.724162,229006.000000,4360.752343
256,596328.605027,204491.000000,2097.213389
512,252452.454076,92854.000000,11608.674214
1024,612657.099237,245157.000000,45991.456337
2048,758434.671898,223579.000000,94397.168220
4096,513279.689813,182006.000000,83233.273647
8192,638537.834401,114224.000000,294309.169415
16384,1900437.372665,169352.000000,1380934.671148
32768,1417496.400921,150916.000000,866174.323771
65536,6693788.165910,163173.000000,6203453.472622
