frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,121446.549877,48325.000000,238.216288
4,308147.581478,126516.000000,611.602812
8,340727.695728,260828.000000,904.992265
16,401616.726777,216854.000000,83.294658
32,538000.848651,187981.000000,752.715086
64,218973.575602,108556.000000,6356.289720
128,82246.074800,22341.000000,7361.483139
256,435749.747515,224492.000000,47308.230584
512,527851.734917,239343.000000,43308.756505
1024,200427.573465,104497.000000,10354.079534
2048,557838.055732,181361.000000,11203.607008
4096,354484.434706,64270.000000,49796.407963
8192,653027.991948,103902.000000,46229.335275
16384,256728.181661,78721.000000,145881.777124
32768,2089784.476752,118209.000000,1904895.741502
65536,923178.861013,205151.000000,295850.604013
