arrival_rate,bp_L,bp_H,FCFS_percentage,BAL_percentage,total_rounds
34.00,30.00,18.00,99.25,0.75,400
38.00,16.77,64.00,99.75,0.25,400
40.00,30.00,12.00,99.75,0.25,400
40.00,7.92,512.00,0.00,100.00,400
40.00,16.77,64.00,99.75,0.25,400
38.00,30.00,15.00,99.75,0.25,400
38.00,4.07,262144.00,0.25,99.75,400
38.00,30.00,18.00,99.75,0.25,400
38.00,30.00,12.00,99.75,0.25,400
40.00,30.00,9.00,99.75,0.25,400
34.00,16.77,64.00,99.75,0.25,400
36.00,30.00,6.00,99.75,0.25,400
40.00,30.00,18.00,97.25,2.75,400
34.00,30.00,12.00,99.75,0.25,400
38.00,30.00,6.00,99.75,0.25,400
32.00,4.64,32768.00,0.00,100.00,400
40.00,30.00,15.00,99.75,0.25,400
34.00,30.00,15.00,99.75,0.25,400
40.00,30.00,6.00,99.75,0.25,400
36.00,7.92,512.00,0.00,100.00,400
36.00,30.00,18.00,99.75,0.25,400
36.00,30.00,15.00,99.75,0.25,400
36.00,30.00,9.00,99.75,0.25,400
36.00,5.65,4096.00,0.00,100.00,400
34.00,4.07,262144.00,0.00,100.00,400
36.00,30.00,12.00,99.75,0.25,400
34.00,30.00,9.00,99.75,0.25,400
34.00,30.00,6.00,99.75,0.25,400
38.00,30.00,9.00,99.75,0.25,400
34.00,7.92,512.00,0.00,100.00,400
32.00,30.00,12.00,99.75,0.25,400
38.00,7.92,512.00,0.00,100.00,400
40.00,4.07,262144.00,0.00,100.00,400
32.00,30.00,9.00,99.75,0.25,400
34.00,5.65,4096.00,0.00,100.00,400
40.00,5.65,4096.00,0.00,100.00,400
38.00,4.64,32768.00,0.00,100.00,400
36.00,16.77,64.00,99.75,0.25,400
32.00,16.77,64.00,99.75,0.25,400
32.00,5.65,4096.00,0.00,100.00,400
34.00,4.64,32768.00,0.00,100.00,400
32.00,30.00,6.00,99.75,0.25,400
32.00,7.92,512.00,0.00,100.00,400
38.00,5.65,4096.00,0.00,100.00,400
26.00,4.07,262144.00,0.00,100.00,400
32.00,4.07,262144.00,0.00,100.00,400
40.00,4.64,32768.00,0.00,100.00,400
30.00,7.92,512.00,8.00,92.00,400
32.00,30.00,15.00,99.75,0.25,400
36.00,4.64,32768.00,0.00,100.00,400
32.00,30.00,18.00,99.75,0.25,400
36.00,4.07,262144.00,0.00,100.00,400
28.00,5.65,4096.00,0.00,100.00,400
30.00,30.00,15.00,99.75,0.25,400
30.00,30.00,9.00,99.75,0.25,400
30.00,4.07,262144.00,0.00,100.00,400
28.00,4.07,262144.00,0.00,100.00,400
24.00,4.64,32768.00,0.00,100.00,400
30.00,4.64,32768.00,1.00,99.00,400
30.00,16.77,64.00,99.00,1.00,400
30.00,30.00,6.00,99.75,0.25,400
30.00,5.65,4096.00,0.00,100.00,400
26.00,4.64,32768.00,0.00,100.00,400
30.00,30.00,12.00,99.75,0.25,400
30.00,30.00,18.00,99.25,0.75,400
28.00,7.92,512.00,0.00,100.00,400
26.00,7.92,512.00,0.00,100.00,400
28.00,4.64,32768.00,0.00,100.00,400
24.00,5.65,4096.00,0.00,100.00,400
28.00,16.77,64.00,99.25,0.75,400
22.00,4.07,262144.00,0.00,100.00,400
24.00,4.07,262144.00,0.00,100.00,400
26.00,5.65,4096.00,0.00,100.00,400
28.00,30.00,6.00,99.75,0.25,400
28.00,30.00,12.00,99.75,0.25,400
28.00,30.00,15.00,99.50,0.50,400
20.00,4.64,32768.00,0.00,100.00,400
22.00,5.65,4096.00,0.00,100.00,400
24.00,7.92,512.00,0.00,100.00,400
28.00,30.00,18.00,69.00,31.00,400
20.00,4.07,262144.00,0.00,100.00,400
20.00,5.65,4096.00,0.00,100.00,400
28.00,30.00,9.00,99.75,0.25,400
22.00,4.64,32768.00,0.00,100.00,400
22.00,7.92,512.00,0.00,100.00,400
26.00,30.00,18.00,69.00,31.00,400
26.00,16.77,64.00,99.75,0.25,400
26.00,30.00,15.00,85.75,14.25,400
20.00,7.92,512.00,0.00,100.00,400
26.00,30.00,6.00,99.75,0.25,400
24.00,30.00,15.00,79.00,21.00,400
26.00,30.00,12.00,99.75,0.25,400
26.00,30.00,9.00,99.75,0.25,400
24.00,30.00,18.00,57.75,42.25,400
24.00,16.77,64.00,99.50,0.50,400
20.00,30.00,18.00,38.50,61.50,400
24.00,30.00,9.00,99.75,0.25,400
22.00,30.00,12.00,92.75,7.25,400
24.00,30.00,6.00,99.75,0.25,400
24.00,30.00,12.00,99.75,0.25,400
22.00,30.00,9.00,99.75,0.25,400
22.00,30.00,18.00,56.75,43.25,400
22.00,30.00,6.00,99.75,0.25,400
20.00,16.77,64.00,75.50,24.50,400
20.00,30.00,9.00,99.75,0.25,400
22.00,30.00,15.00,74.75,25.25,400
22.00,16.77,64.00,82.50,17.50,400
20.00,30.00,15.00,57.25,42.75,400
20.00,30.00,12.00,86.50,13.50,400
20.00,30.00,6.00,99.75,0.25,400
38.00,30.00,6.00,99.75,0.25,400
36.00,16.77,64.00,99.75,0.25,400
38.00,16.77,64.00,99.75,0.25,400
40.00,4.64,32768.00,0.00,100.00,400
34.00,30.00,12.00,99.50,0.50,400
38.00,4.64,32768.00,0.00,100.00,400
26.00,4.64,32768.00,0.00,100.00,400
38.00,5.65,4096.00,0.00,100.00,400
38.00,30.00,15.00,99.00,1.00,400
40.00,7.92,512.00,0.00,100.00,400
34.00,7.92,512.00,0.00,100.00,400
36.00,30.00,15.00,99.75,0.25,400
40.00,5.65,4096.00,0.00,100.00,400
34.00,30.00,18.00,99.25,0.75,400
40.00,30.00,12.00,99.75,0.25,400
36.00,30.00,6.00,99.75,0.25,400
40.00,30.00,15.00,99.75,0.25,400
40.00,16.77,64.00,99.75,0.25,400
38.00,30.00,18.00,98.50,1.50,400
32.00,30.00,6.00,99.75,0.25,400
36.00,30.00,12.00,99.75,0.25,400
36.00,30.00,18.00,99.50,0.50,400
34.00,30.00,6.00,99.75,0.25,400
40.00,30.00,18.00,99.25,0.75,400
40.00,30.00,9.00,99.75,0.25,400
36.00,5.65,4096.00,0.00,100.00,400
34.00,30.00,9.00,99.75,0.25,400
40.00,30.00,6.00,99.75,0.25,400
36.00,7.92,512.00,0.00,100.00,400
34.00,16.77,64.00,99.75,0.25,400
34.00,30.00,15.00,99.50,0.50,400
38.00,30.00,9.00,99.75,0.25,400
38.00,30.00,12.00,99.75,0.25,400
38.00,7.92,512.00,0.00,100.00,400
34.00,5.65,4096.00,0.00,100.00,400
32.00,7.92,512.00,0.00,100.00,400
36.00,30.00,9.00,99.75,0.25,400
32.00,4.07,262144.00,0.00,100.00,400
38.00,4.07,262144.00,0.00,100.00,400
32.00,16.77,64.00,99.75,0.25,400
30.00,4.64,32768.00,0.00,100.00,400
36.00,4.07,262144.00,0.00,100.00,400
32.00,30.00,15.00,99.75,0.25,400
32.00,30.00,12.00,99.75,0.25,400
30.00,4.07,262144.00,0.00,100.00,400
32.00,30.00,18.00,99.75,0.25,400
32.00,30.00,9.00,99.75,0.25,400
32.00,5.65,4096.00,0.00,100.00,400
30.00,7.92,512.00,41.00,59.00,400
40.00,4.07,262144.00,0.00,100.00,400
36.00,4.64,32768.00,0.00,100.00,400
30.00,30.00,12.00,99.75,0.25,400
26.00,4.07,262144.00,0.00,100.00,400
30.00,5.65,4096.00,0.00,100.00,400
30.00,16.77,64.00,99.75,0.25,400
30.00,30.00,18.00,99.75,0.25,400
24.00,4.64,32768.00,0.00,100.00,400
28.00,4.64,32768.00,0.00,100.00,400
28.00,7.92,512.00,0.00,100.00,400
28.00,5.65,4096.00,0.00,100.00,400
30.00,30.00,15.00,99.75,0.25,400
32.00,4.64,32768.00,0.00,100.00,400
30.00,30.00,9.00,99.75,0.25,400
22.00,4.07,262144.00,0.00,100.00,400
26.00,7.92,512.00,0.25,99.75,400
34.00,4.64,32768.00,0.00,100.00,400
20.00,4.07,262144.00,0.00,100.00,400
22.00,4.64,32768.00,0.00,100.00,400
30.00,30.00,6.00,99.75,0.25,400
26.00,5.65,4096.00,0.00,100.00,400
24.00,5.65,4096.00,0.00,100.00,400
20.00,4.64,32768.00,0.00,100.00,400
28.00,16.77,64.00,99.75,0.25,400
22.00,5.65,4096.00,0.00,100.00,400
28.00,30.00,12.00,99.75,0.25,400
