arrival_rate,bp_L,bp_H,FCFS_percentage,BAL_percentage,total_rounds
38.00,30.00,6.00,99.50,0.50,200
40.00,30.00,6.00,99.50,0.50,200
40.00,30.00,18.00,99.50,0.50,200
38.00,30.00,9.00,99.50,0.50,200
34.00,30.00,18.00,99.00,1.00,200
38.00,30.00,15.00,99.50,0.50,200
40.00,4.07,262144.00,0.00,100.00,200
40.00,30.00,9.00,99.50,0.50,200
40.00,7.92,512.00,0.00,100.00,200
36.00,16.77,64.00,99.50,0.50,200
38.00,16.77,64.00,99.50,0.50,200
38.00,30.00,12.00,99.50,0.50,200
34.00,16.77,64.00,99.50,0.50,200
36.00,30.00,15.00,99.50,0.50,200
36.00,30.00,12.00,99.50,0.50,200
36.00,30.00,6.00,99.50,0.50,200
36.00,30.00,18.00,99.50,0.50,200
34.00,7.92,512.00,0.00,100.00,200
32.00,30.00,18.00,99.50,0.50,200
40.00,16.77,64.00,99.50,0.50,200
34.00,30.00,6.00,99.50,0.50,200
36.00,7.92,512.00,0.00,100.00,200
38.00,7.92,512.00,0.00,100.00,200
38.00,30.00,18.00,99.00,1.00,200
36.00,5.65,4096.00,0.00,100.00,200
32.00,30.00,12.00,99.50,0.50,200
36.00,30.00,9.00,99.50,0.50,200
34.00,30.00,15.00,99.50,0.50,200
40.00,30.00,15.00,99.50,0.50,200
40.00,30.00,12.00,99.50,0.50,200
28.00,4.07,262144.00,0.00,100.00,200
34.00,30.00,12.00,99.50,0.50,200
32.00,30.00,15.00,99.50,0.50,200
40.00,5.65,4096.00,0.00,100.00,200
34.00,4.07,262144.00,0.00,100.00,200
34.00,5.65,4096.00,0.00,100.00,200
38.00,4.07,262144.00,0.00,100.00,200
40.00,4.64,32768.00,0.00,100.00,200
32.00,30.00,9.00,99.50,0.50,200
32.00,7.92,512.00,0.00,100.00,200
34.00,30.00,9.00,99.50,0.50,200
38.00,5.65,4096.00,0.00,100.00,200
38.00,4.64,32768.00,0.00,100.00,200
32.00,5.65,4096.00,0.00,100.00,200
32.00,16.77,64.00,99.50,0.50,200
30.00,7.92,512.00,43.50,56.50,200
32.00,30.00,6.00,99.50,0.50,200
34.00,4.64,32768.00,0.00,100.00,200
30.00,4.64,32768.00,0.00,100.00,200
22.00,4.07,262144.00,0.00,100.00,200
36.00,4.07,262144.00,0.00,100.00,200
32.00,4.64,32768.00,0.00,100.00,200
30.00,4.07,262144.00,0.00,100.00,200
30.00,16.77,64.00,99.50,0.50,200
30.00,30.00,9.00,99.50,0.50,200
30.00,30.00,18.00,99.00,1.00,200
32.00,4.07,262144.00,0.00,100.00,200
30.00,5.65,4096.00,0.00,100.00,200
28.00,5.65,4096.00,0.00,100.00,200
30.00,30.00,12.00,99.50,0.50,200
30.00,30.00,15.00,99.50,0.50,200
26.00,4.64,32768.00,0.00,100.00,200
36.00,4.64,32768.00,0.00,100.00,200
30.00,30.00,6.00,99.50,0.50,200
28.00,7.92,512.00,0.00,100.00,200
28.00,4.64,32768.00,0.00,100.00,200
24.00,4.64,32768.00,0.00,100.00,200
24.00,4.07,262144.00,0.00,100.00,200
26.00,4.07,262144.00,0.00,100.00,200
26.00,5.65,4096.00,0.00,100.00,200
20.00,4.07,262144.00,0.00,100.00,200
20.00,4.64,32768.00,0.00,100.00,200
28.00,16.77,64.00,99.50,0.50,200
26.00,7.92,512.00,0.00,100.00,200
24.00,7.92,512.00,0.00,100.00,200
22.00,5.65,4096.00,0.00,100.00,200
24.00,5.65,4096.00,0.00,100.00,200
22.00,4.64,32768.00,0.00,100.00,200
28.00,30.00,15.00,92.00,8.00,200
20.00,5.65,4096.00,0.00,100.00,200
28.00,30.00,9.00,99.50,0.50,200
28.00,30.00,18.00,70.50,29.50,200
28.00,30.00,12.00,99.50,0.50,200
28.00,30.00,6.00,99.50,0.50,200
22.00,7.92,512.00,0.00,100.00,200
20.00,7.92,512.00,0.00,100.00,200
26.00,30.00,15.00,84.00,16.00,200
26.00,30.00,18.00,69.00,31.00,200
26.00,30.00,12.00,99.50,0.50,200
26.00,30.00,9.00,99.50,0.50,200
26.00,16.77,64.00,99.50,0.50,200
24.00,30.00,15.00,77.50,22.50,200
26.00,30.00,6.00,99.50,0.50,200
24.00,30.00,18.00,60.50,39.50,200
24.00,30.00,12.00,99.50,0.50,200
24.00,16.77,64.00,95.00,5.00,200
22.00,30.00,18.00,58.00,42.00,200
20.00,30.00,9.00,99.50,0.50,200
20.00,30.00,15.00,65.00,35.00,200
20.00,30.00,18.00,30.00,70.00,200
24.00,30.00,9.00,99.50,0.50,200
24.00,30.00,6.00,99.50,0.50,200
22.00,16.77,64.00,81.50,18.50,200
22.00,30.00,15.00,73.50,26.50,200
20.00,30.00,12.00,87.50,12.50,200
20.00,30.00,6.00,99.50,0.50,200
22.00,30.00,12.00,91.00,9.00,200
22.00,30.00,9.00,99.50,0.50,200
22.00,30.00,6.00,99.50,0.50,200
20.00,16.77,64.00,71.00,29.00,200
38.00,30.00,9.00,99.50,0.50,200
32.00,30.00,12.00,99.50,0.50,200
38.00,30.00,18.00,98.50,1.50,200
40.00,30.00,12.00,99.50,0.50,200
40.00,16.77,64.00,99.50,0.50,200
34.00,30.00,18.00,99.50,0.50,200
34.00,16.77,64.00,99.50,0.50,200
32.00,30.00,6.00,99.50,0.50,200
36.00,30.00,18.00,99.50,0.50,200
38.00,30.00,6.00,99.50,0.50,200
36.00,16.77,64.00,99.50,0.50,200
40.00,30.00,6.00,99.50,0.50,200
36.00,5.65,4096.00,0.00,100.00,200
40.00,30.00,9.00,99.50,0.50,200
34.00,30.00,6.00,99.50,0.50,200
36.00,30.00,6.00,99.50,0.50,200
38.00,16.77,64.00,99.50,0.50,200
38.00,5.65,4096.00,0.00,100.00,200
40.00,7.92,512.00,0.00,100.00,200
38.00,4.07,262144.00,0.00,100.00,200
34.00,30.00,15.00,99.50,0.50,200
38.00,7.92,512.00,0.00,100.00,200
36.00,7.92,512.00,0.00,100.00,200
32.00,30.00,9.00,99.50,0.50,200
30.00,4.07,262144.00,0.00,100.00,200
40.00,30.00,18.00,99.50,0.50,200
34.00,7.92,512.00,0.00,100.00,200
28.00,4.07,262144.00,0.00,100.00,200
38.00,30.00,15.00,99.50,0.50,200
36.00,30.00,12.00,99.50,0.50,200
40.00,30.00,15.00,99.50,0.50,200
32.00,5.65,4096.00,0.00,100.00,200
32.00,4.64,32768.00,0.00,100.00,200
36.00,30.00,15.00,99.50,0.50,200
36.00,4.64,32768.00,0.00,100.00,200
38.00,30.00,12.00,99.50,0.50,200
40.00,4.07,262144.00,0.00,100.00,200
34.00,30.00,12.00,99.50,0.50,200
36.00,30.00,9.00,99.50,0.50,200
32.00,16.77,64.00,99.50,0.50,200
40.00,5.65,4096.00,0.00,100.00,200
40.00,4.64,32768.00,0.00,100.00,200
38.00,4.64,32768.00,0.00,100.00,200
32.00,30.00,15.00,99.50,0.50,200
24.00,4.07,262144.00,0.00,100.00,200
34.00,5.65,4096.00,0.00,100.00,200
32.00,7.92,512.00,0.00,100.00,200
32.00,30.00,18.00,99.50,0.50,200
34.00,30.00,9.00,99.50,0.50,200
32.00,4.07,262144.00,0.00,100.00,200
30.00,30.00,9.00,99.50,0.50,200
30.00,7.92,512.00,33.00,67.00,200
34.00,4.07,262144.00,0.00,100.00,200
28.00,4.64,32768.00,0.00,100.00,200
26.00,4.07,262144.00,0.00,100.00,200
30.00,5.65,4096.00,0.00,100.00,200
36.00,4.07,262144.00,0.00,100.00,200
28.00,7.92,512.00,0.00,100.00,200
34.00,4.64,32768.00,0.00,100.00,200
30.00,30.00,6.00,99.50,0.50,200
22.00,4.07,262144.00,0.00,100.00,200
30.00,16.77,64.00,99.50,0.50,200
30.00,30.00,15.00,99.50,0.50,200
24.00,4.64,32768.00,0.00,100.00,200
30.00,4.64,32768.00,0.00,100.00,200
22.00,4.64,32768.00,0.00,100.00,200
26.00,5.65,4096.00,0.00,100.00,200
30.00,30.00,18.00,99.50,0.50,200
20.00,4.07,262144.00,0.00,100.00,200
28.00,5.65,4096.00,0.00,100.00,200
24.00,5.65,4096.00,0.00,100.00,200
30.00,30.00,12.00,99.50,0.50,200
26.00,7.92,512.00,0.00,100.00,200
26.00,4.64,32768.00,0.00,100.00,200
20.00,5.65,4096.00,0.00,100.00,200
22.00,5.65,4096.00,0.00,100.00,200
28.00,30.00,6.00,99.50,0.50,200
22.00,30.00,6.00,99.50,0.50,200
24.00,7.92,512.00,0.00,100.00,200
28.00,30.00,18.00,75.50,24.50,200
28.00,16.77,64.00,99.50,0.50,200
28.00,30.00,12.00,99.50,0.50,200
22.00,7.92,512.00,0.00,100.00,200
28.00,30.00,15.00,99.50,0.50,200
20.00,4.64,32768.00,0.00,100.00,200
28.00,30.00,9.00,99.50,0.50,200
26.00,30.00,15.00,78.00,22.00,200
26.00,30.00,18.00,63.50,36.50,200
26.00,30.00,12.00,99.50,0.50,200
26.00,30.00,6.00,99.50,0.50,200
20.00,7.92,512.00,0.00,100.00,200
26.00,30.00,9.00,99.50,0.50,200
26.00,16.77,64.00,99.50,0.50,200
24.00,30.00,15.00,79.00,21.00,200
24.00,30.00,18.00,64.00,36.00,200
24.00,30.00,12.00,99.50,0.50,200
24.00,30.00,6.00,99.50,0.50,200
22.00,30.00,15.00,72.50,27.50,200
24.00,16.77,64.00,95.00,5.00,200
22.00,30.00,18.00,47.00,53.00,200
24.00,30.00,9.00,99.50,0.50,200
20.00,30.00,12.00,87.50,12.50,200
22.00,30.00,12.00,93.50,6.50,200
22.00,30.00,9.00,99.50,0.50,200
22.00,16.77,64.00,87.50,12.50,200
20.00,30.00,18.00,32.00,68.00,200
20.00,16.77,64.00,78.00,22.00,200
20.00,30.00,15.00,56.00,44.00,200
20.00,30.00,9.00,99.50,0.50,200
20.00,30.00,6.00,99.50,0.50,200
